;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3094;9.7;0.24;0.49;4.9;0.032;3.0;18.0;0.99368;2.85;0.54;10.0;6
1741;7.7;0.38;0.4;2.0;0.038;28.0;152.0;0.9906;3.18;0.32;12.9;6
3960;6.6;0.43;0.24;11.9;0.04;54.0;159.0;0.99622;3.14;0.54;9.8;6
4747;5.6;0.26;0.5;11.4;0.029;25.0;93.0;0.99428;3.23;0.49;10.5;6
211;6.8;0.18;0.38;1.4;0.038;35.0;111.0;0.9918;3.32;0.59;11.2;7
3959;5.6;0.185;0.19;7.1;0.048;36.0;110.0;0.99438;3.26;0.41;9.5;6
1099;5.8;0.29;0.21;2.6;0.025;12.0;120.0;0.9894;3.39;0.79;14.0;7
3098;5.1;0.33;0.27;6.7;0.022;44.0;129.0;0.99221;3.36;0.39;11.0;7
2725;6.9;0.23;0.32;16.4;0.045;62.0;153.0;0.9972;3.22;0.42;10.5;5
59;7.4;0.2;0.36;1.2;0.038;44.0;111.0;0.9926;3.36;0.34;9.9;6
1254;7.0;0.16;0.73;1.0;0.138;58.0;150.0;0.9936;3.08;0.3;9.2;5
3655;6.8;0.52;0.26;5.7;0.038;27.0;130.0;0.99;3.11;0.27;13.0;7
2345;8.1;0.24;0.26;11.0;0.043;41.0;211.0;0.99676;3.11;0.49;10.0;6
4183;6.2;0.3;0.3;2.5;0.041;29.0;82.0;0.99065;3.31;0.61;11.8;7
602;6.4;0.45;0.07;1.1;0.03;10.0;131.0;0.9905;2.97;0.28;10.8;5
3432;7.8;0.29;0.29;3.15;0.044;41.0;117.0;0.99153;3.24;0.35;11.5;5
4869;6.6;0.24;0.33;10.1;0.032;8.0;81.0;0.99626;3.19;0.51;9.8;6
256;6.3;0.35;0.3;5.7;0.035;8.0;97.0;0.9927;3.27;0.41;11.0;7
2673;7.9;0.37;0.31;2.85;0.037;5.0;24.0;0.9911;3.19;0.36;11.9;6
2618;6.6;0.26;0.21;2.9;0.026;48.0;126.0;0.99089;3.22;0.38;11.3;7
178;6.0;0.67;0.07;1.2;0.06;9.0;108.0;0.9931;3.11;0.35;8.7;4
2756;8.6;0.33;0.34;11.8;0.059;42.0;240.0;0.99882;3.17;0.52;10.0;6
4569;6.2;0.2;0.32;2.8;0.05;17.0;126.0;0.9936;3.18;0.55;9.4;6
4333;7.3;0.19;0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8
3277;6.4;0.16;0.25;1.4;0.057;21.0;125.0;0.99091;3.23;0.44;11.1;7
2021;6.3;0.21;0.28;1.5;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;6
4155;6.1;0.3;0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;5
2386;6.9;0.3;0.29;1.3;0.053;24.0;189.0;0.99362;3.29;0.54;9.9;4
3344;6.9;0.38;0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;6
177;5.9;0.23;0.3;12.9;0.054;57.0;170.0;0.9972;3.28;0.39;9.4;5
3329;6.7;0.21;0.34;1.4;0.049;36.0;112.0;0.99091;3.02;0.5;11.0;6
4656;6.0;0.29;0.41;10.8;0.048;55.0;149.0;0.9937;3.09;0.59;10.9666666667;7
3197;7.9;0.34;0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6
4602;6.4;0.17;0.34;13.4;0.044;45.0;139.0;0.99752;3.06;0.43;9.1;6
1953;8.1;0.24;0.38;4.3;0.044;49.0;172.0;0.996;3.37;0.74;10.8;6
3738;5.6;0.26;0.18;1.4;0.034;18.0;135.0;0.99174;3.32;0.35;10.2;6
1168;7.2;0.2;0.38;1.0;0.037;21.0;74.0;0.9918;3.21;0.37;11.0;5
2289;7.3;0.4;0.28;6.5;0.037;26.0;97.0;0.99148;3.16;0.58;12.6;7
1159;7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6
3085;8.5;0.23;0.4;9.9;0.036;24.0;88.0;0.9951;3.02;0.42;10.5;6
3777;6.5;0.33;0.28;6.1;0.018;41.0;103.0;0.99122;3.24;0.32;12.2;6
1410;7.1;0.26;0.32;5.9;0.037;39.0;97.0;0.9934;3.31;0.4;11.6;6
307;7.3;0.4;0.24;6.7;0.058;41.0;166.0;0.995;3.2;0.41;9.9;6
3210;5.8;0.33;0.23;5.0;0.053;29.0;106.0;0.99458;3.13;0.52;9.0;5
1221;5.9;0.4;0.32;6.0;0.034;50.0;127.0;0.992;3.51;0.58;12.5;7
1835;8.0;0.55;0.42;12.6;0.211;37.0;213.0;0.9988;2.99;0.56;9.3;5
239;6.2;0.25;0.21;15.55;0.039;28.0;159.0;0.9982;3.48;0.64;9.6;6
1276;8.0;0.22;0.42;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7
787;7.7;0.34;0.28;11.0;0.04;31.0;117.0;0.99815;3.27;0.29;9.2;6
2901;6.5;0.22;0.32;2.2;0.028;36.0;92.0;0.99076;3.27;0.59;11.9;7
4553;5.7;0.28;0.3;3.9;0.026;36.0;105.0;0.98963;3.26;0.58;12.75;6
3246;6.8;0.22;0.41;6.7;0.034;39.0;116.0;0.99245;3.18;0.46;11.5;6
1608;6.9;0.27;0.49;23.5;0.057;59.0;235.0;1.0024;2.98;0.47;8.6;5
3957;7.7;0.31;0.36;4.3;0.026;15.0;87.0;0.99152;3.11;0.48;12.0;5
207;10.2;0.44;0.88;6.2;0.049;20.0;124.0;0.9968;2.99;0.51;9.9;4
673;6.7;0.31;0.3;2.1;0.038;18.0;130.0;0.9928;3.36;0.63;10.6;6
3201;7.9;0.34;0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6
1351;6.5;0.37;0.33;3.9;0.027;40.0;130.0;0.9906;3.28;0.39;12.7;7
13;6.6;0.16;0.4;1.5;0.044;48.0;143.0;0.9912;3.54;0.52;12.4;7
1573;7.8;0.26;0.49;3.1;0.045;21.0;116.0;0.9931;3.16;0.35;10.3;5
2114;7.7;0.23;0.31;10.7;0.038;59.0;186.0;0.9969;3.12;0.55;9.5;6
47;6.2;0.46;0.25;4.4;0.066;62.0;207.0;0.9939;3.25;0.52;9.8;5
1563;7.8;0.3;0.74;1.8;0.033;33.0;156.0;0.991;3.29;0.52;12.8;6
4769;6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;6
4575;6.1;0.35;0.24;2.3;0.034;25.0;133.0;0.9906;3.34;0.59;12.0;7
2029;7.6;0.34;0.39;7.6;0.04;45.0;215.0;0.9965;3.11;0.53;9.2;6
1899;6.7;0.44;0.31;1.9;0.03;41.0;104.0;0.99;3.29;0.62;12.6;7
1226;7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7
1090;8.3;0.21;0.58;17.1;0.049;62.0;213.0;1.0006;3.01;0.51;9.3;6
1033;7.1;0.3;0.36;6.8;0.055;44.5;234.0;0.9972;3.49;0.64;10.2;6
2366;7.4;0.33;0.44;7.6;0.05;40.0;227.0;0.99679;3.12;0.52;9.0;5
2568;6.8;0.28;0.36;7.0;0.043;60.0;207.0;0.99556;3.16;0.49;9.6;6
3380;6.5;0.28;0.34;3.6;0.04;29.0;121.0;0.99111;3.28;0.48;12.1;7
197;6.8;0.26;0.24;7.8;0.052;54.0;214.0;0.9961;3.13;0.47;8.9;5
4536;7.3;0.28;0.54;12.9;0.049;62.0;152.0;0.9984;3.06;0.45;9.1;6
3137;6.2;0.25;0.39;1.3;0.051;42.0;135.0;0.9906;3.23;0.4;11.1;6
1084;6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9942;3.36;0.33;10.1;7
1596;6.6;0.55;0.01;2.7;0.034;56.0;122.0;0.9906;3.15;0.3;11.9;5
534;7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6
1384;6.8;0.23;0.4;1.6;0.047;5.0;133.0;0.993;3.23;0.7;11.4;6
2711;5.6;0.2;0.22;1.3;0.049;25.0;155.0;0.99296;3.74;0.43;10.0;5
4729;6.8;0.32;0.43;1.6;0.05;4.0;65.0;0.99346;3.27;0.47;10.7;5
3086;5.8;0.31;0.32;4.5;0.024;28.0;94.0;0.98906;3.25;0.52;13.7;7
876;6.9;0.36;0.34;4.2;0.018;57.0;119.0;0.9898;3.28;0.36;12.7;9
646;6.5;0.33;0.72;1.1;0.061;7.0;151.0;0.993;3.09;0.57;9.5;4
1779;6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;8
1622;6.5;0.44;0.49;7.7;0.045;16.0;169.0;0.9957;3.11;0.37;8.7;6
1825;7.1;0.32;0.4;1.5;0.034;13.0;84.0;0.9944;3.42;0.6;10.4;5
1071;8.3;0.22;0.38;14.8;0.054;32.0;126.0;1.0002;3.22;0.5;9.7;5
316;6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6
2287;6.7;0.43;0.23;5.0;0.157;49.0;145.0;0.99471;3.17;0.49;9.4;5
3480;6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8
3619;6.8;0.45;0.28;26.05;0.031;27.0;122.0;1.00295;3.06;0.42;10.6;6
604;6.3;0.26;0.49;1.5;0.052;34.0;134.0;0.9924;2.99;0.61;9.8;6
4178;5.8;0.19;0.33;4.2;0.038;49.0;133.0;0.99107;3.16;0.42;11.3;7
3018;6.8;0.22;0.31;6.9;0.037;33.0;121.0;0.99176;3.02;0.39;11.9;8
715;6.2;0.21;0.27;1.7;0.038;41.0;150.0;0.9933;3.49;0.71;10.5;7
1904;7.9;0.26;0.33;10.3;0.039;73.0;212.0;0.9969;2.93;0.49;9.5;6
1930;9.2;0.27;0.34;10.5;0.043;49.0;228.0;0.9974;3.04;0.41;10.4;6
2011;7.2;0.15;0.39;1.8;0.043;21.0;159.0;0.9948;3.52;0.47;10.0;5
2671;5.9;0.3;0.3;2.0;0.03;38.0;142.0;0.98892;3.41;0.41;12.9;7
3485;7.5;0.21;0.32;4.8;0.056;39.0;113.0;0.99393;3.11;0.52;10.2;7
4342;5.7;0.28;0.35;1.2;0.052;39.0;141.0;0.99108;3.44;0.69;11.3;6
2424;6.2;0.44;0.18;7.7;0.096;28.0;210.0;0.99771;3.56;0.72;9.2;5
4589;5.4;0.29;0.38;1.2;0.029;31.0;132.0;0.98895;3.28;0.36;12.4;6
4519;5.8;0.13;0.22;12.7;0.058;24.0;183.0;0.9956;3.32;0.42;11.7;6
355;7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6
4633;6.2;0.28;0.41;5.0;0.043;50.0;188.0;0.99318;3.23;0.64;10.8;6
1842;8.2;0.18;0.31;11.8;0.039;96.0;249.0;0.9976;3.07;0.52;9.5;6
483;6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5
351;7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;7
4387;7.1;0.21;0.33;1.2;0.039;34.0;97.0;0.99112;3.11;0.75;11.2;6
2593;6.3;0.21;0.29;11.7;0.048;49.0;147.0;0.99482;3.22;0.38;10.8;5
2385;7.6;0.2;0.68;12.9;0.042;56.0;160.0;0.99841;3.05;0.41;8.7;5
1745;6.1;0.34;0.31;12.0;0.053;46.0;238.0;0.9977;3.16;0.48;8.6;5
4131;7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5
4009;6.8;0.22;0.32;5.9;0.054;40.0;152.0;0.9938;3.2;0.57;10.8;6
4140;6.8;0.28;0.29;11.9;0.052;51.0;149.0;0.99544;3.02;0.58;10.4;6
3983;5.6;0.23;0.25;8.0;0.043;31.0;101.0;0.99429;3.19;0.42;10.4;6
2421;6.8;0.26;0.43;11.75;0.045;53.0;198.0;0.9969;3.26;0.55;9.5;5
2211;6.9;0.21;0.33;1.4;0.056;35.0;136.0;0.9938;3.63;0.78;10.3;6
2861;6.4;0.21;0.28;5.9;0.047;29.0;101.0;0.99278;3.15;0.4;11.0;6
1199;7.4;0.25;0.37;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;10.7;7
4158;7.4;0.16;0.3;13.7;0.056;33.0;168.0;0.99825;2.9;0.44;8.7;7
584;6.6;0.25;0.3;1.6;0.046;32.0;134.0;0.993;3.42;0.51;10.1;7
4236;6.4;0.29;0.18;15.0;0.04;21.0;116.0;0.99736;3.14;0.5;9.2;5
1524;6.6;0.21;0.49;18.15;0.042;41.0;158.0;0.9997;3.28;0.39;8.7;6
183;6.9;0.27;0.4;14.0;0.05;64.0;227.0;0.9979;3.18;0.58;9.6;6
4014;6.5;0.18;0.48;18.0;0.054;56.0;183.0;1.00038;2.98;0.61;8.5;6
4774;7.1;0.24;0.34;1.2;0.045;6.0;132.0;0.99132;3.16;0.46;11.2;4
3788;6.6;0.27;0.52;8.1;0.044;53.0;202.0;0.99548;3.18;0.48;9.5;5
753;7.0;0.21;0.34;8.5;0.033;31.0;253.0;0.9953;3.22;0.56;10.5;6
2357;8.9;0.21;0.37;1.2;0.028;20.0;93.0;0.99244;3.2;0.37;11.5;5
1865;7.6;0.36;0.44;8.3;0.255;28.0;142.0;0.9958;3.12;0.43;10.2;6
2975;8.0;0.14;0.33;1.2;0.045;71.0;162.0;0.9914;3.07;0.47;11.0;6
4428;6.9;0.44;0.27;5.0;0.038;33.0;166.0;0.99124;3.2;0.42;12.2;6
2341;7.2;0.34;0.3;8.4;0.051;40.0;167.0;0.99756;3.48;0.62;9.7;5
1284;7.7;0.27;0.34;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;12.1;7
2484;6.4;0.3;0.16;7.5;0.05;55.0;191.0;0.9959;3.17;0.49;9.0;5
520;7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5
3034;6.9;0.25;0.47;8.4;0.042;36.0;156.0;0.99604;3.15;0.55;9.4;6
637;7.4;0.28;0.25;11.9;0.053;25.0;148.0;0.9976;3.1;0.62;9.2;5
3653;6.3;0.32;0.17;17.75;0.06;51.0;190.0;0.99916;3.13;0.48;8.8;6
152;6.9;0.25;0.3;4.1;0.054;23.0;116.0;0.994;2.99;0.38;9.4;6
3951;6.3;0.33;0.2;17.9;0.066;36.0;161.0;0.9991;3.14;0.51;8.8;5
831;7.4;0.17;0.4;5.5;0.037;34.0;161.0;0.9935;3.05;0.62;11.5;4
803;6.6;0.21;0.31;11.4;0.039;46.0;165.0;0.99795;3.41;0.44;9.8;7
2496;8.6;0.23;0.25;11.3;0.031;13.0;96.0;0.99645;3.11;0.4;10.8;5
2489;6.1;0.28;0.24;19.95;0.074;32.0;174.0;0.99922;3.19;0.44;9.3;6
2702;6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5
4884;6.5;0.33;0.38;8.3;0.048;68.0;174.0;0.99492;3.14;0.5;9.6;5
987;7.4;0.3;0.3;5.2;0.053;45.0;163.0;0.9941;3.12;0.45;10.3;6
1261;7.3;0.19;0.68;1.5;0.05;31.0;156.0;0.9946;3.32;0.64;9.4;6
3532;7.2;0.23;0.46;6.4;0.036;17.0;85.0;0.99279;3.1;0.78;11.7;6
4794;6.0;0.32;0.3;7.3;0.174;46.0;159.0;0.99519;3.18;0.49;9.4;5
1012;8.3;0.16;0.48;1.7;0.057;31.0;98.0;0.9943;3.15;0.41;10.3;6
4203;6.2;0.3;0.32;1.3;0.054;27.0;183.0;0.99266;3.3;0.43;10.1;5
3163;7.1;0.36;0.37;4.8;0.019;39.0;114.0;0.99036;3.08;0.49;12.7;7
4538;7.1;0.09;0.3;6.2;0.032;24.0;134.0;0.993;2.99;0.39;10.9;6
1378;6.9;0.28;0.3;1.6;0.047;46.0;132.0;0.9918;3.35;0.38;11.1;7
4731;5.3;0.31;0.38;10.5;0.031;53.0;140.0;0.99321;3.34;0.46;11.7;6
268;5.3;0.585;0.07;7.1;0.044;34.0;145.0;0.9945;3.34;0.57;9.7;6
4840;6.8;0.34;0.36;8.9;0.029;44.0;128.0;0.99318;3.28;0.35;11.95;7
1209;8.0;0.23;0.46;1.5;0.03;30.0;125.0;0.9907;3.23;0.47;12.5;6
1523;8.0;0.25;0.49;9.0;0.044;31.0;185.0;0.998;3.34;0.49;10.0;6
3196;6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7
2206;8.9;0.24;0.33;15.75;0.035;16.0;132.0;0.996;3.0;0.37;12.1;6
2557;6.4;0.15;0.44;1.2;0.043;67.0;150.0;0.9907;3.14;0.73;11.2;7
1680;7.6;0.32;0.34;18.35;0.054;44.0;197.0;1.0008;3.22;0.55;9.0;5
4150;7.6;0.48;0.31;9.4;0.046;6.0;194.0;0.99714;3.07;0.61;9.4;5
601;7.2;0.24;0.4;1.4;0.045;31.0;106.0;0.9914;2.88;0.38;10.8;6
2606;7.2;0.2;0.36;2.5;0.028;22.0;157.0;0.9938;3.48;0.49;10.6;6
4041;6.2;0.24;0.22;7.9;0.053;45.0;149.0;0.99545;3.23;0.52;9.3;5
1279;6.6;0.27;0.3;1.9;0.025;14.0;153.0;0.9928;3.29;0.62;10.5;6
1868;7.4;0.21;0.27;7.3;0.031;41.0;144.0;0.9932;3.15;0.38;11.8;7
3030;7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8
4695;6.7;0.35;0.32;9.0;0.032;29.0;113.0;0.99188;3.13;0.65;12.9;7
2988;7.2;0.19;0.31;6.3;0.034;17.0;103.0;0.99305;3.15;0.52;11.4;7
1231;7.9;0.41;0.37;4.5;0.03;40.0;114.0;0.992;3.17;0.54;12.4;7
2129;6.8;0.28;0.39;1.4;0.036;15.0;115.0;0.9918;3.27;0.72;11.7;5
2252;7.2;0.29;0.2;7.7;0.046;51.0;174.0;0.99582;3.16;0.52;9.5;5
2898;8.6;0.18;0.28;0.8;0.032;25.0;78.0;0.99104;2.99;0.38;11.1;5
1881;7.2;0.2;0.61;16.2;0.043;14.0;103.0;0.9987;3.06;0.36;9.2;6
2985;6.7;0.18;0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;7
464;7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5
26;6.9;0.24;0.35;1.0;0.052;35.0;146.0;0.993;3.45;0.44;10.0;6
2441;7.2;0.2;0.28;1.6;0.028;13.0;168.0;0.99203;3.17;1.06;11.5;6
2005;7.0;0.28;0.33;14.6;0.043;47.0;168.0;0.9994;3.34;0.67;8.8;6
3818;5.1;0.35;0.26;6.8;0.034;36.0;120.0;0.99188;3.38;0.4;11.5;6
4147;6.8;0.18;0.35;5.4;0.054;53.0;143.0;0.99287;3.1;0.54;11.0;7
1756;6.7;0.27;0.25;8.0;0.053;54.0;202.0;0.9961;3.22;0.43;9.3;5
2561;6.9;0.28;0.22;10.0;0.052;36.0;131.0;0.99696;3.08;0.46;9.6;5
1116;5.9;0.415;0.13;1.4;0.04;11.0;64.0;0.9922;3.29;0.52;10.5;5
1217;8.0;0.61;0.38;12.1;0.301;24.0;220.0;0.9993;2.94;0.48;9.2;5
1197;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7
2173;7.6;0.32;0.58;16.75;0.05;43.0;163.0;0.9999;3.15;0.54;9.2;5
2025;7.5;0.3;0.71;1.3;0.16;44.0;149.0;0.9948;3.08;0.42;8.9;5
2607;8.9;0.26;0.33;8.1;0.024;47.0;202.0;0.99558;3.13;0.46;10.8;6
4456;6.0;0.28;0.29;19.3;0.051;36.0;174.0;0.99911;3.14;0.5;9.0;5
3919;6.6;0.31;0.28;1.4;0.035;28.0;107.0;0.98836;3.0;0.4;13.2;6
1152;6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;9.4;4
4061;6.4;0.41;0.01;6.1;0.048;20.0;70.0;0.99362;3.19;0.42;10.0;5
1850;7.1;0.25;0.25;1.6;0.046;50.0;181.0;0.9925;3.2;0.42;11.0;7
2270;7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;7
928;6.5;0.25;0.35;12.0;0.055;47.0;179.0;0.998;3.58;0.47;10.0;5
4227;5.2;0.2;0.27;3.2;0.047;16.0;93.0;0.99235;3.44;0.53;10.1;7
1439;6.1;0.25;0.49;7.6;0.052;67.0;226.0;0.9956;3.16;0.47;8.9;5
3749;6.3;0.28;0.29;6.8;0.051;40.0;143.0;0.99374;3.43;0.59;11.0;6
4031;6.4;0.29;0.57;1.0;0.06;15.0;120.0;0.9924;3.06;0.41;9.5;5
4248;5.9;0.14;0.2;1.6;0.04;26.0;114.0;0.99105;3.25;0.45;11.4;6
4768;6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;6
3310;6.3;0.3;0.29;2.1;0.048;33.0;142.0;0.98956;3.22;0.46;12.9;7
4330;6.4;0.24;0.26;8.2;0.054;47.0;182.0;0.99538;3.12;0.5;9.5;5
4104;6.9;0.45;0.27;4.7;0.035;17.0;80.0;0.99058;3.12;0.36;12.5;7
1195;7.9;0.22;0.45;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;9.2;6
3936;5.7;0.23;0.25;7.95;0.042;16.0;108.0;0.99486;3.44;0.61;10.3;6
2410;7.0;0.16;0.26;7.3;0.047;30.0;220.0;0.99622;3.38;0.58;10.1;6
847;9.2;0.34;0.27;1.2;0.026;17.0;73.0;0.9921;3.08;0.39;10.8;5
2682;7.6;0.32;0.25;9.5;0.03;15.0;136.0;0.99367;3.1;0.44;12.1;6
2554;6.4;0.15;0.44;1.2;0.043;67.0;150.0;0.9907;3.14;0.73;11.2;7
884;6.8;0.23;0.29;12.2;0.035;38.0;236.0;0.9976;3.35;0.52;9.8;6
3533;6.6;0.22;0.3;14.7;0.045;50.0;136.0;0.99704;3.14;0.37;10.6;6
4313;6.4;0.27;0.3;1.6;0.04;19.0;86.0;0.99089;3.32;0.65;11.5;6
476;7.4;0.28;0.36;1.1;0.028;42.0;105.0;0.9893;2.99;0.39;12.4;7
656;9.0;0.27;0.35;4.9;0.028;27.0;95.0;0.9932;3.04;0.4;11.3;6
2785;6.4;0.24;0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;5
203;6.8;0.26;0.34;13.9;0.034;39.0;134.0;0.9949;3.33;0.53;12.0;6
3035;6.0;0.24;0.33;2.5;0.026;31.0;85.0;0.99014;3.13;0.5;11.3;7
2059;5.7;0.46;0.46;1.4;0.04;31.0;169.0;0.9932;3.13;0.47;8.8;5
1644;7.3;0.19;0.49;15.55;0.058;50.0;134.0;0.9998;3.42;0.36;9.1;7
1310;5.2;0.365;0.08;13.5;0.041;37.0;142.0;0.997;3.46;0.39;9.9;6
3317;5.6;0.32;0.32;8.3;0.043;32.0;105.0;0.99266;3.24;0.47;11.2;6
123;6.9;0.19;0.28;5.0;0.058;14.0;146.0;0.9952;3.29;0.36;9.1;6
376;6.4;0.31;0.28;1.5;0.037;12.0;119.0;0.9919;3.32;0.51;10.4;7
3016;7.0;0.13;0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6
1148;7.0;0.17;0.37;5.7;0.025;29.0;111.0;0.9938;3.2;0.49;10.8;6
1085;7.3;0.31;0.69;10.2;0.041;58.0;160.0;0.9977;3.06;0.45;8.6;5
1719;5.8;0.23;0.27;1.8;0.043;24.0;69.0;0.9933;3.38;0.31;9.4;6
4378;6.5;0.315;0.2;6.6;0.041;9.0;126.0;0.99494;2.94;0.51;8.8;5
2986;6.7;0.18;0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;7
4015;6.2;0.32;0.12;4.8;0.054;6.0;97.0;0.99424;3.16;0.5;9.3;5
1166;6.1;0.45;0.27;0.8;0.039;13.0;82.0;0.9927;3.23;0.32;9.5;5
806;6.4;0.31;0.26;13.2;0.046;57.0;205.0;0.9975;3.17;0.41;9.6;5
2032;6.5;0.25;0.2;1.4;0.024;29.0;101.0;0.9916;3.24;0.54;10.8;6
1981;7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
3096;6.8;0.13;0.39;1.4;0.034;19.0;102.0;0.99121;3.23;0.6;11.3;7
2924;6.6;0.22;0.29;14.4;0.046;39.0;118.0;0.99834;3.05;0.5;9.1;6
3232;6.7;0.31;0.32;14.5;0.038;6.0;79.0;0.99412;3.14;0.34;12.5;5
1574;8.5;0.17;0.49;8.8;0.048;23.0;108.0;0.9947;2.88;0.34;10.5;4
926;5.4;0.595;0.1;2.8;0.042;26.0;80.0;0.9932;3.36;0.38;9.3;5
4221;6.3;0.28;0.34;8.1;0.038;44.0;129.0;0.99248;3.26;0.29;12.1;6
2591;6.7;0.34;0.3;8.5;0.059;24.0;152.0;0.99615;3.46;0.64;11.0;7
2524;7.5;0.41;0.23;14.8;0.054;28.0;174.0;0.99898;3.18;0.49;9.7;5
624;6.0;0.36;0.06;1.4;0.066;27.0;128.0;0.9934;3.26;0.55;9.3;5
4259;3.8;0.31;0.02;11.1;0.036;20.0;114.0;0.99248;3.75;0.44;12.4;6
9;8.1;0.22;0.43;1.5;0.044;28.0;129.0;0.9938;3.22;0.45;11.0;6
1303;8.2;0.2;0.36;8.1;0.035;60.0;163.0;0.9952;3.05;0.3;10.3;6
4480;5.9;0.22;0.45;22.6;0.12;55.0;122.0;0.99636;3.1;0.35;12.8;5
1163;5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6
1235;7.8;0.32;0.31;1.7;0.036;46.0;195.0;0.993;3.03;0.48;10.5;5
2528;6.4;0.16;0.37;1.5;0.037;27.0;109.0;0.99345;3.38;0.5;9.8;6
3640;6.8;0.19;0.33;4.9;0.047;42.0;130.0;0.99283;3.12;0.56;11.0;6
932;6.5;0.26;0.28;12.5;0.046;80.0;225.0;0.99685;3.18;0.41;10.0;6
2299;7.0;0.32;0.31;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;12.2;7
3948;5.7;0.14;0.3;5.4;0.045;26.0;105.0;0.99469;3.32;0.45;9.3;5
692;6.0;0.36;0.16;6.3;0.036;36.0;191.0;0.9942;3.17;0.62;9.8;5
812;6.4;0.35;0.28;1.1;0.055;9.0;160.0;0.99405;3.42;0.5;9.1;7
262;6.9;0.28;0.4;8.2;0.036;15.0;95.0;0.9944;3.17;0.33;10.2;5
140;6.3;0.31;0.34;2.2;0.045;20.0;77.0;0.9927;3.3;0.43;10.2;5
3400;7.7;0.46;0.18;3.3;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;6
4863;6.2;0.36;0.32;4.0;0.036;44.0;92.0;0.98936;3.2;0.5;13.3;7
1860;6.7;0.18;0.19;4.7;0.046;57.0;161.0;0.9946;3.32;0.66;10.5;6
3833;7.0;0.15;0.29;16.4;0.058;45.0;110.0;0.9978;3.15;0.37;9.7;6
1329;8.4;0.19;0.43;2.1;0.052;20.0;104.0;0.994;2.85;0.46;9.5;5
2010;7.0;0.25;0.56;2.0;0.035;20.0;95.0;0.9918;3.23;0.53;11.0;6
552;7.8;0.28;0.34;1.6;0.028;32.0;118.0;0.9901;3.0;0.38;12.1;7
7;7.0;0.27;0.36;20.7;0.045;45.0;170.0;1.001;3.0;0.45;8.8;6
2669;6.8;0.26;0.4;7.5;0.046;45.0;179.0;0.99583;3.2;0.49;9.3;5
4046;7.2;0.17;0.28;17.55;0.05;33.0;154.0;0.99971;2.94;0.43;9.0;7
3647;6.4;0.29;0.24;3.2;0.037;31.0;95.0;0.98942;2.9;0.66;12.6;7
